category,brand,name,price,rating_count,specs,image_url
CASE,Apevia,Apevia Genesis Pro,171900,0,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""3"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://m.media-amazon.com/images/I/41VBUgI-k8L.jpg
CASE,Fractal Design,Fractal Design Epoch XL,162800,0,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""420 mm"", ""Form Factor"": ""ATX Full Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/dfe47adf72487b4576c971318e2fbd97.256p.jpg
CASE,be quiet!,be quiet! Pure Base 600,127000,9,"{""Color"": ""Black / Orange"", ""Internal 3.5\"" Bays"": ""3"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/a2a8c4bad5a44cedc8227599bd75f340.256p.jpg
CASE,KOLINK,KOLINK Citadel Mesh ARGB,173100,0,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/f470df4f7edb8a9097f7f6d77d167b87.256p.jpg
CASE,Silverstone,Silverstone SUGO 17,288500,0,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""1"", ""Side Panel"": ""Mesh"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""MicroATX Desktop""}",https://cdna.pcpartpicker.com/static/forever/images/product/f02f52ddb291c5ed24b0253bd6b5375a.256p.jpg
CASE,Corsair,Corsair 2500X Bamboo,245600,0,"{""Color"": ""White / Brown"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""330 mm"", ""Form Factor"": ""MicroATX Mini Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/81830a4d32713ea61c1f7b802c3c093a.256p.jpg
CASE,Mars Gaming,Mars Gaming MC-CURV,87300,0,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/6bcdf847bccb537f0a176e8db9b5e024.256p.jpg
CASE,Montech,Montech HS01,82700,0,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/883d80ef3ca34762c4b9142dc12b89d8.256p.jpg
CASE,Cooler Master,Cooler Master Elite 690 Wood,119600,0,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""1"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/a6bd79d21c70ceb4830aa6069babef5f.256p.jpg
CASE,Jonsbo,Jonsbo D41 STD,106500,0,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/a92ded6a4524fd328f7e079cdfef3083.256p.jpg
CASE,be quiet!,be quiet! Silent Base 802,224700,6,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""3"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/d1857a7edc13f375f2decb1f9bfd382b.256p.jpg
CASE,KOLINK,KOLINK Observatory MX Mesh ARGB,113900,0,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/aa3207d8555c8cb6e7d5b3e63ae677e4.256p.jpg
CASE,ASUS,Asus A21,118800,1,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""330 mm"", ""Form Factor"": ""MicroATX Mini Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/a375c407c5ab75020d121d290bd60154.256p.jpg
